    S:oredict.plateAbyssalnite.name=Пластина (Abyssalnite)
    S:oredict.plateCurvedBrass.name=Гнутая пластина (Brass)
    S:oredict.plateCurvedBrazilwood.name=Гнутая планка (Brazilwood)
    S:oredict.plateCurvedBronze.name=Гнутая пластина (Bronze)
    S:oredict.plateCurvedButternutwood.name=Гнутая планка (Butternutwood)
    S:oredict.plateCurvedCadmium.name=Гнутая пластина (Cadmium)
    S:oredict.plateCurvedCaesium.name=Гнутая пластина (Caesium)
    S:oredict.plateCurvedCalcium.name=Гнутая пластина (Calcium)
    S:oredict.plateCurvedCalifornium.name=Гнутая пластина (Californium)
    S:oredict.plateCurvedCarborundum.name=Гнутая пластина (Carborundum)
    S:oredict.plateCurvedCarmot.name=Гнутая пластина (Carmot)
    S:oredict.plateCurvedCastIron.name=Гнутая пластина (Cast Iron)
    S:oredict.plateCurvedCdInAgAlloy.name=Гнутая пластина (Cd-In-Ag-Alloy)
    S:oredict.plateCurvedCedar.name=Гнутая планка (Cedar)
    S:oredict.plateCurvedCelenegil.name=Гнутая пластина (Celenegil)
    S:oredict.plateCurvedCeramic.name=Гнутая пластина (Ceramic)
    S:oredict.plateCurvedCerium.name=Гнутая пластина (Cerium)
    S:oredict.plateCurvedCeruclase.name=Гнутая пластина (Ceruclase)
    S:oredict.plateCurvedCharcoal.name=Гнутая пластина (Charcoal)
    S:oredict.plateCurvedCherrywood.name=Гнутая планка (Cherrywood)
    S:oredict.plateCurvedChert.name=Гнутая пластина (Chert)
    S:oredict.plateCurvedChestnutwood.name=Гнутая планка (Chestnutwood)
    S:oredict.plateCurvedChromium.name=Гнутая пластина (Chromium)
    S:oredict.plateCurvedChromiumDioxide.name=Гнутая пластина (Chromium Dioxide)
    S:oredict.plateCurvedCinnamonwood.name=Гнутая планка (Cinnamon)
    S:oredict.plateCurvedCitruswood.name=Гнутая планка (Citruswood)
    S:oredict.plateCurvedClay.name=Гнутая пластина (Clay)
    S:oredict.plateCurvedClayBrown.name=Гнутая пластина (Brown Clay)
    S:oredict.plateCurvedClayCompound.name=Гнутая пластина (Clay Compound)
    S:oredict.plateCurvedClayRed.name=Гнутая пластина (Red Clay)
    S:oredict.plateCurvedCoal.name=Гнутая пластина (Coal)
    S:oredict.plateCurvedCoalCoke.name=Гнутая пластина (Coal Coke)
    S:oredict.plateCurvedCobalt.name=Гнутая пластина (Cobalt)
    S:oredict.plateCurvedCobalt60.name=Гнутая пластина (Cobalt-60)
    S:oredict.plateCurvedCobaltBrass.name=Гнутая пластина (Cobalt Brass)
    S:oredict.plateCurvedCocobolowood.name=Гнутая планка (Cocobolowood)
    S:oredict.plateCurvedCoconutwood.name=Гнутая планка (Coconut)
    S:oredict.plateCurvedConcrete.name=Гнутая пластина (Concrete)
    S:oredict.plateCurvedConductiveIron.name=Гнутая пластина (Conductive Iron)
    S:oredict.plateCurvedConstantan.name=Гнутая пластина (Constantan)
    S:oredict.plateCurvedCopernicium.name=Гнутая пластина (Copernicium)
    S:oredict.plateCurvedCopper.name=Гнутая пластина (Copper)
    S:oredict.plateCurvedCoralium.name=Гнутая пластина (Coralium)
    S:oredict.plateCurvedCosmicNeutronium.name=Гнутая пластина (Cosmic Neutronium)
    S:oredict.plateCurvedCrimsonwood.name=Гнутая планка (Crimsonwood)
    S:oredict.plateCurvedCrystalMatrix.name=Гнутая пластина (Crystal Matrix)
    S:oredict.plateCurvedCrystallineAlloy.name=Гнутая пластина (Crystalline Alloy)
    S:oredict.plateCurvedCrystallinePinkSlime.name=Гнутая пластина (Crystalline Pink Slime)
    S:oredict.plateCurvedCurium.name=Гнутая пластина (Curium)
    S:oredict.plateCurvedCyanite.name=Гнутая пластина (Cyanite)
    S:oredict.plateCurvedCypress.name=Гнутая планка (Cypress)
    S:oredict.plateCurvedDacite.name=Гнутая пластина (Dacite)
    S:oredict.plateCurvedDamascusSteel.name=Гнутая пластина (Damascus Steel)
    S:oredict.plateCurvedDarkIron.name=Гнутая пластина (Dark Iron)
    S:oredict.plateCurvedDarkOak.name=Гнутая планка (Dark Oak)
    S:oredict.plateCurvedDarkThaumium.name=Гнутая пластина (Dark Thaumium)
    S:oredict.plateCurvedDarkwood.name=Гнутая планка (Darkwood)
    S:oredict.plateCurvedDarmstadtium.name=Гнутая пластина (Darmstadtium)
    S:oredict.plateCurvedDeadrock.name=Гнутая пластина (Deadrock)
    S:oredict.plateCurvedDeepIron.name=Гнутая пластина (Deep Iron)
    S:oredict.plateCurvedDeepslate.name=Гнутая пластина (Deepslate)
    S:oredict.plateCurvedDesh.name=Гнутая пластина (Desh)
    S:oredict.plateCurvedDesichalkos.name=Гнутая пластина (Desichalkos)
    S:oredict.plateCurvedDiorite.name=Гнутая пластина (Diorite)
    S:oredict.plateCurvedDouglasFir.name=Гнутая планка (Douglas Fir)
    S:oredict.plateCurvedDraconium.name=Гнутая пластина (Draconium)
    S:oredict.plateCurvedDraconiumAwakened.name=Гнутая пластина (Awakened Draconium)
    S:oredict.plateCurvedDreadium.name=Гнутая пластина (Dreadium)
    S:oredict.plateCurvedDreamwood.name=Гнутая планка (Dreamwood)
    S:oredict.plateCurvedDubnium.name=Гнутая пластина (Dubnium)
    S:oredict.plateCurvedDuralumin.name=Гнутая пластина (Duralumin)
    S:oredict.plateCurvedDuranium.name=Гнутая пластина (Duranium Alloy)
    S:oredict.plateCurvedDysprosium.name=Гнутая пластина (Dysprosium)
    S:oredict.plateCurvedEbony.name=Гнутая планка (Ebony)
    S:oredict.plateCurvedEclogite.name=Гнутая пластина (Eclogite)
    S:oredict.plateCurvedEfrine.name=Гнутая пластина (Efrine)
    S:oredict.plateCurvedEinsteinium.name=Гнутая пластина (Einsteinium)
    S:oredict.plateCurvedElderwood.name=Гнутая планка (Elderwood)
    S:oredict.plateCurvedElectricalSteel.name=Гнутая пластина (Electrical Steel)
    S:oredict.plateCurvedElectrotineAlloy.name=Гнутая пластина (Electrotine Alloy)
    S:oredict.plateCurvedElectrum.name=Гнутая пластина (Electrum)
    S:oredict.plateCurvedElectrumFlux.name=Гнутая пластина (Electrum Flux)
    S:oredict.plateCurvedElm.name=Гнутая планка (Elm)
    S:oredict.plateCurvedElvenElementium.name=Гнутая пластина (Elementium)
    S:oredict.plateCurvedElvorium.name=Гнутая пластина (Elvorium)
    S:oredict.plateCurvedEmpty.name=Гнутая пластина (Empty)
    S:oredict.plateCurvedEndSteel.name=Гнутая пластина (End Steel)
    S:oredict.plateCurvedEnderium.name=Гнутая пластина (Enderium)
    S:oredict.plateCurvedEnderiumBase.name=Гнутая пластина (Enderium Base)
    S:oredict.plateCurvedEndium.name=Гнутая пластина (Endium)
    S:oredict.plateCurvedEndstone.name=Гнутая пластина (Endstone)
    S:oredict.plateCurvedEnergeticAlloy.name=Гнутая пластина (Energetic Alloy)
    S:oredict.plateCurvedEnergeticSilver.name=Гнутая пластина (Energetic Silver)
    S:oredict.plateCurvedEpidote.name=Гнутая пластина (Epidote)
    S:oredict.plateCurvedErbium.name=Гнутая пластина (Erbium)
    S:oredict.plateCurvedEthaxium.name=Гнутая пластина (Ethaxium)
    S:oredict.plateCurvedEtherealwood.name=Гнутая планка (Etherealwood)
    S:oredict.plateCurvedEucalyptus.name=Гнутая планка (Eucalyptus)
    S:oredict.plateCurvedEuropium.name=Гнутая пластина (Europium)
    S:oredict.plateCurvedEximite.name=Гнутая пластина (Eximite)
    S:oredict.plateCurvedFarnsium.name=Гнутая пластина (Farnsium)
    S:oredict.plateCurvedFermium.name=Гнутая пластина (Fermium)
    S:oredict.plateCurvedFerrite.name=Гнутая пластина (Ferrite)
    S:oredict.plateCurvedFierySteel.name=Гнутая пластина (Fiery Steel)
    S:oredict.plateCurvedFigwood.name=Гнутая планка (Figwood)
    S:oredict.plateCurvedFir.name=Гнутая планка (Fir)
    S:oredict.plateCurvedFlerovium.name=Гнутая пластина (Flerovium)
    S:oredict.plateCurvedFlerovium298.name=Гнутая пластина (Flerovium-298)
    S:oredict.plateCurvedFluorite.name=Гнутая пластина (Fluorite)
    S:oredict.plateCurvedForce.name=Гнутая пластина (Force)
    S:oredict.plateCurvedFoxfirewood.name=Гнутая планка (Foxfire)
    S:oredict.plateCurvedFrancium.name=Гнутая пластина (Francium)
    S:oredict.plateCurvedFrozenIron.name=Гнутая пластина (Frozen Iron)
    S:oredict.plateCurvedGabbro.name=Гнутая пластина (Gabbro)
    S:oredict.plateCurvedGadolinium.name=Гнутая пластина (Gadolinium)
    S:oredict.plateCurvedGaiaSpirit.name=Гнутая пластина (Gaia Spirit)
    S:oredict.plateCurvedGallium.name=Гнутая пластина (Gallium)
    S:oredict.plateCurvedGermanium.name=Гнутая пластина (Germanium)
    S:oredict.plateCurvedGiganteumwood.name=Гнутая планка (Giganteumwood)
    S:oredict.plateCurvedGildedIron.name=Гнутая пластина (Gilded Iron)
    S:oredict.plateCurvedGingko.name=Гнутая планка (Gingko)
    S:oredict.plateCurvedGlowstoneRefined.name=Гнутая пластина (Refined Glowstone)
    S:oredict.plateCurvedGneiss.name=Гнутая пластина (Gneiss)
    S:oredict.plateCurvedGold.name=Гнутая пластина (Gold)
    S:oredict.plateCurvedGold198.name=Гнутая пластина (Gold-198)
    S:oredict.plateCurvedGoldInductive.name=Гнутая пластина (Inductive Alloy)
    S:oredict.plateCurvedGoldwood.name=Гнутая планка (Goldwood)
    S:oredict.plateCurvedGranite.name=Гнутая пластина (Granite)
    S:oredict.plateCurvedGraniteBlack.name=Гнутая пластина (Black Granite)
    S:oredict.plateCurvedGraniteRed.name=Гнутая пластина (Red Granite)
    S:oredict.plateCurvedGraphene.name=Гнутая пластина (Graphene)
    S:oredict.plateCurvedGraphite.name=Гнутая пластина (Graphite)
    S:oredict.plateCurvedGrayschist.name=Гнутая пластина (Gray Schist)
    S:oredict.plateCurvedGreatwood.name=Гнутая планка (Greatwood)
    S:oredict.plateCurvedGreenheart.name=Гнутая планка (Greenheart)
    S:oredict.plateCurvedGreenschist.name=Гнутая пластина (Green Schist)
    S:oredict.plateCurvedGreenstone.name=Гнутая пластина (Greenstone)
    S:oredict.plateCurvedGreywacke.name=Гнутая пластина (Greywacke)
    S:oredict.plateCurvedHSLASpringSteel.name=Гнутая пластина (Spring Steel)
    S:oredict.plateCurvedHSLASteel.name=Гнутая пластина (HSLA-Steel)
    S:oredict.plateCurvedHSLATungstenAlloy.name=Гнутая пластина (Tungsten Alloy)
    S:oredict.plateCurvedHSSE.name=Гнутая пластина (HSS-E)
    S:oredict.plateCurvedHSSG.name=Гнутая пластина (HSS-G)
    S:oredict.plateCurvedHSSS.name=Гнутая пластина (HSS-S)
    S:oredict.plateCurvedHaderoth.name=Гнутая пластина (Haderoth)
    S:oredict.plateCurvedHafnium.name=Гнутая пластина (Hafnium)
    S:oredict.plateCurvedHassium.name=Гнутая пластина (Hassium)
    S:oredict.plateCurvedHawthorn.name=Гнутая планка (Hawthorn)
    S:oredict.plateCurvedHazel.name=Гнутая планка (Hazel)
    S:oredict.plateCurvedHellbark.name=Гнутая планка (Hellbark)
    S:oredict.plateCurvedHemlock.name=Гнутая планка (Hemlock)
    S:oredict.plateCurvedHepatizon.name=Гнутая пластина (Hepatizon)
    S:oredict.plateCurvedHickory.name=Гнутая планка (Hickory)
    S:oredict.plateCurvedHolly.name=Гнутая планка (Holly)
    S:oredict.plateCurvedHolmium.name=Гнутая пластина (Holmium)
    S:oredict.plateCurvedHolystone.name=Гнутая пластина (Holystone)
    S:oredict.plateCurvedHornbeam.name=Гнутая планка (Hornbeam)
    S:oredict.plateCurvedIgnatius.name=Гнутая пластина (Ignatius)
    S:oredict.plateCurvedIndium.name=Гнутая пластина (Indium)
    S:oredict.plateCurvedInfinity.name=Гнутая пластина (Infinity)
    S:oredict.plateCurvedInfuscolium.name=Гнутая пластина (Infuscolium)
    S:oredict.plateCurvedInolashite.name=Гнутая пластина (Inolashite)
    S:oredict.plateCurvedInvar.name=Гнутая пластина (Invar)
    S:oredict.plateCurvedIpe.name=Гнутая планка (Ipe)
    S:oredict.plateCurvedIridium.name=Гнутая пластина (Iridium)
    S:oredict.plateCurvedIroko.name=Гнутая планка (Iroko)
    S:oredict.plateCurvedIron.name=Гнутая пластина (Iron)
    S:oredict.plateCurvedIronCompressed.name=Гнутая пластина (Compressed Iron)
    S:oredict.plateCurvedIronMagnetic.name=Гнутая пластина (Magnetic Iron)
    S:oredict.plateCurvedIronwood.name=Гнутая планка (Ironwood)
    S:oredict.plateCurvedJacaranda.name=Гнутая планка (Jacaranda)
    S:oredict.plateCurvedJapaneseMaple.name=Гнутая планка (Japanese Maple)
    S:oredict.plateCurvedJunglewood.name=Гнутая планка (Junglewood)
    S:oredict.plateCurvedKalendrite.name=Гнутая пластина (Kalendrite)
    S:oredict.plateCurvedKanthal.name=Гнутая пластина (Kanthal)
    S:oredict.plateCurvedKaolinite.name=Гнутая пластина (Kaolinite Clay)
    S:oredict.plateCurvedKapok.name=Гнутая планка (Kapok)
    S:oredict.plateCurvedKimberlite.name=Гнутая пластина (Kimberlite)
    S:oredict.plateCurvedKnightmetal.name=Гнутая пластина (Knightmetal)
    S:oredict.plateCurvedKomatiite.name=Гнутая пластина (Komatiite)
    S:oredict.plateCurvedKreknorite.name=Гнутая пластина (Kreknorite)
    S:oredict.plateCurvedLanthanium.name=Гнутая пластина (Lanthanium)
    S:oredict.plateCurvedLarch.name=Гнутая планка (Larch)
    S:oredict.plateCurvedLawrencium.name=Гнутая пластина (Lawrencium)
    S:oredict.plateCurvedLead.name=Гнутая пластина (Lead)
    S:oredict.plateCurvedLemurite.name=Гнутая пластина (Lemurite)
    S:oredict.plateCurvedLicorice.name=Гнутая пластина (Licorice)
    S:oredict.plateCurvedLignite.name=Гнутая пластина (Lignite Coal)
    S:oredict.plateCurvedLigniteCoke.name=Гнутая пластина (Lignite Coke)
    S:oredict.plateCurvedLimestone.name=Гнутая пластина (Limestone)
    S:oredict.plateCurvedLimewood.name=Гнутая планка (Limewood)
    S:oredict.plateCurvedLithium.name=Гнутая пластина (Lithium)
    S:oredict.plateCurvedLithium6.name=Гнутая пластина (Lithium-6)
    S:oredict.plateCurvedLivermorium.name=Гнутая пластина (Livermorium)
    S:oredict.plateCurvedLivingrock.name=Гнутая пластина (Livingrock)
